BK;WE;Objekt-Nr;BK/WE/ON;Objekt-Bezeichnung;Gebäudeart;Land;PLZ;Ort;Straße;Bahnhof;Region/Standort;Elektrotechniker
8300;1230231;16196;8300/1230231/16196;Aufnahmegebäude - Radstadt;Aufnahmegebäude;AT;5550;Radstadt;Bahnhofstraße 3;Radstadt;IMM Salzburg (Salzburg);Hess Rudolf
8300;1189501;16200;8300/1189501/16200;Attnanger Kaserne - Stainach/Irdning;Betriebsgebäude;AT;8950;Stainach;Bahnhofstraße 105;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1122011;16203;8300/1122011/16203;Klärwärtergebäude Zgf - Wien Süssenbrunn;Technikgebäude;AT;2201;Gerasdorf;Nordostbahnstraße 1;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1122011;16204;8300/1122011/16204;Kompressorgebäude Zfg - Wien Süssenbrunn;Technikgebäude;AT;2201;Gerasdorf;Nordostbahnstraße 1;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1140201;16226;8300/1140201/16226;BM Bürogebäude - Linz Hbf;Büro/Verwaltungsgebäude;AT;4020;Linz;Unionstraße 72;;IMM Oberösterreich (Linz);Gross Markus
8300;1127001;16229;8300/1127001/16229;Ersatzgebäude - Wr. Neustadt;Betriebsgebäude;AT;2700;Wiener Neustadt;Bahnhofplatz 1;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1195001;16232;8300/1195001/16232;KWD Garage Verwaltungsgebäude - Villach Seebach;Büro/Verwaltungsgebäude;AT;9523;Villach Seebach;Meisenweg 46;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1111101;16234;8300/1111101/16234;Dienstgebäude Obj 1 - Wien Kledering ZVB;Büro/Verwaltungsgebäude;AT;1110;Wien;;;IMM Wien (Wien);
8300;1230221;16239;8300/1230221/16239;Aufnahmegebäude - Frauenberg;Aufnahmegebäude;AT;8913;Admont;Aigen 64;Frauenberg a.d.Enns;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1148001;16241;8300/1148001/16241;Haltestellengebäude - Wankham;Haltestellengebäude;AT;4800;Wankham;Am Bahndamm 2;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1210712;16242;8300/1210712/16242;Haltestellengebäude - Rainfeld/ Kleinzell;Haltestellengebäude;AT;3162;Rainfeld/Kleinzell;;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1215512;16254;8300/1215512/16254;Aufnahmegebäude - Neubruck;Aufnahmegebäude;AT;3270;Neubruck;Miesenbach 25;Scheibbs;IMM NÖ-West (St. Pölten);Moser Johann
8300;1111101;16256;8300/1111101/16256;Technikgebäude  Aspangbahnhof - Wien Simmering;Technikgebäude;AT;1030;Wien;;;IMM Wien (Wien);
8300;1240151;16264;8300/1240151/16264;Unterwerksgebäude - Elsbethen;Technikgebäude;AT;5061;Elsbethen;Wiesenweg 22;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1260221;16267;8300/1260221/16267;Unterwerksgebäude - Matrei;Technikgebäude;AT;6143;Matrei/Brenner;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260221;16268;8300/1260221/16268;Unterwerksgebäude - Gries;Technikgebäude;AT;6156;Gries/Brenner;Ritten 143a;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1220551;16269;8300/1220551/16269;Unterwerksgebäude - Schlöglmühl;Technikgebäude;AT;2640;Schlöglmühl;Rehgraben 38;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1111101;16270;8300/1111101/16270;Unterwerksgebäude - Wien Simmering;Technikgebäude;AT;1110;Wien;Schemmerlstraß 111;;IMM Wien (Wien);
8300;1152041;16271;8300/1152041/16271;Unterwerksgebäude 1 - Steindorf/Straßwalchen;Technikgebäude;AT;5204;Straßwalchen;Unterwerk 4;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1195001;16275;8300/1195001/16275;KWD Garage Verwaltungsgebäude - Villach Seebach;Werkstatt-Gebäude;AT;9523;Villach Seebach;Meisenweg 46;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1195001;16276;8300/1195001/16276;KWD Servicetrakt - Villach Seebach;Werkstatt-Gebäude;AT;9523;Villach Seebach;Meisenweg 46;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1120001;16280;8300/1120001/16280;Magazinsgebäude - Stockerau;Magazingebäude;AT;2000;Stockerau;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1190201;16282;8300/1190201/16282;Magazin BM - Klagenfurt Fbf;Magazingebäude;AT;9020;Klagenfurt;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1150201;16285;8300/1150201/16285;Betriebsküche+Übernachtungsgebäude - Salzburg;Sozialimmobilie;AT;5020;Salzburg;Elisabethstraße 18;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1167541;16287;8300/1167541/16287;Lehnenunterkunft Längenhütte - Langen/Arlberg;Rotten/Verschubunterkünfte;AT;6754;Klösterle;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250161;16288;8300/1250161/16288;Lehnenunterkunft Gipsbruchtobelhütte - Dalaas;Rotten/Verschubunterkünfte;AT;6752;Dalaas;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1220531;16290;8300/1220531/16290;Rottenunterkunft - Pfaffstätten;Rotten/Verschubunterkünfte;AT;2511;Pfaffstätten;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1126031;16291;8300/1126031/16291;Rottenunterkunft - Felixdorf;Rotten/Verschubunterkünfte;AT;2603;Felixdorf;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1280651;16292;8300/1280651/16292;Rottenunterkunft - Oberfalkenstein;Rotten/Verschubunterkünfte;AT;9816;Oberfalkenstein;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1280651;16293;8300/1280651/16293;Rottenunterkunft - Penk;Rotten/Verschubunterkünfte;AT;9816;Penk;Zwenberg 29;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1281331;16297;8300/1281331/16297;Rottenunterkunft - Maria Saal;Rotten/Verschubunterkünfte;AT;9063;Maria Saal;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1216111;16299;8300/1216111/16299;Rottenunterkunft - Traiskirchen;Rotten/Verschubunterkünfte;AT;2514;Traiskirchen;Walther von der Vogelweide Straße 18;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1195001;16305;8300/1195001/16305;KWD Gasflaschenlager - Villach Seebach;Magazingebäude;AT;9523;Villach Seebach;Meisenweg 46;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1112001;16307;8300/1112001/16307;Gasmesserhaus - Wien Nordwest;Technikgebäude;AT;1200;Wien;Taborstraße 95;;IMM Wien (Wien);
8300;1155001;16312;8300/1155001/16312;Waaghütte Rollhügel - Bischofshofen;Technikgebäude;AT;5500;Bischofshofen;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1169221;16317;8300/1169221/16317;Gerüstlager Bauhof - Wolfurt;Magazingebäude;AT;6960;Wolfurt;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1111101;16326;8300/1111101/16326;3 Verschieberunterstände - Wien Kledering ZVB;Rotten/Verschubunterkünfte;AT;1110;Wien;;;IMM Wien (Wien);
8300;1142401;16328;8300/1142401/16328;BM Holzlager - Freistadt;Magazingebäude;AT;4240;Freistadt;Trölsberg 27;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1121301;16330;8300/1121301/16330;Straßenwaaghaus - Mistelbach Lokalbf;Technikgebäude;AT;2130;Mistelbach;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1275411;16344;8300/1275411/16344;Schrankenposten 12 - Klein St Paul;Stellwerksgebäude;AT;9373;Klein St. Paul;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1167541;16345;8300/1167541/16345;Lehnenunterkunft Nahlerhütte - Langen/Arlberg;Rotten/Verschubunterkünfte;AT;6754;Klösterle;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1167541;16346;8300/1167541/16346;Lehnenunterkunft Bahnfallenhütte - Klösterle;Rotten/Verschubunterkünfte;AT;6754;Klösterle;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1167541;16347;8300/1167541/16347;Lehnenunterkunft Hohenwaldhütte - Klösterle;Rotten/Verschubunterkünfte;AT;6754;Klösterle;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1167541;16348;8300/1167541/16348;Lehnenunterkunft Hütte im Langen - Klösterle;Rotten/Verschubunterkünfte;AT;6754;Klösterle;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1167541;16349;8300/1167541/16349;Lehnenunterkunft Hütte id Hose - Klösterle;Rotten/Verschubunterkünfte;AT;6754;Klösterle;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250161;16350;8300/1250161/16350;Lehnenunterkunft Probsthütte - Wald/Arlberg;Rotten/Verschubunterkünfte;AT;6752;Dalaas;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250161;16351;8300/1250161/16351;Lehnenunterkunft Burtscherhütte - Wald/Arlberg;Rotten/Verschubunterkünfte;AT;6752;Dalaas;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1250161;16352;8300/1250161/16352;Lehnenunterkunft Schroffenhütte - Hintergasse;Rotten/Verschubunterkünfte;AT;6751;Braz;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1271411;16358;8300/1271411/16358;Fahrradunterstand - Lödersdorf;Sonstige Gebäude;AT;8334;Lödersdorf;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1112001;16360;8300/1112001/16360;Seilcontainer - Wien Nordwest;Cargo-Terminal;AT;1200;Wien;Taborstraße 95;;IMM Wien (Wien);
8300;1111101;16362;8300/1111101/16362;Bahnmeister OBW Halle - Wien Kledering ZVB;Betriebsgebäude;AT;1110;Wien;;;IMM Wien (Wien);
8300;1144001;16369;8300/1144001/16369;Güterschuppen - Steyr;Cargo-Terminal;AT;4400;Steyr;;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1120001;16371;8300/1120001/16371;Güterschuppen - Stockerau;Betriebsgebäude;AT;2000;Stockerau;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1195001;16373;8300/1195001/16373;KWD Garage - Villach Seebach;Garagen und Hallen;AT;9523;Villach Seebach;Meisenweg 46;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1127001;16375;8300/1127001/16375;FLM Gebäude Garage - Wr. Neustadt;Garagen und Hallen;AT;2700;Wiener Neustadt;Bahnhofplatz 1;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1189901;16376;8300/1189901/16376;FLM+Garage Gebäude - Bad Aussee;Garagen und Hallen;AT;8990;Bad Aussee;Hochleitenweg 133;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1270721;16382;8300/1270721/16382;Wächterhaus 158 - Sachsenburg;Wächterhaus;AT;9813;Sachsenburg;Bahnweg 1;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1127001;16383;8300/1127001/16383;Unterwerksgebäude - Wr. Neustadt;Technikgebäude;AT;2700;Wiener Neustadt;Am Haidbrunnen 71;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1111201;16384;8300/1111201/16384;Unterwerksgebäude - Wien Meidling;Technikgebäude;AT;1120;Wien Meidling;Kerschensteingerstraße 20;;IMM Wien (Wien);
8300;1220561;16385;8300/1220561/16385;Unterwerksgebäude - Semmering;Technikgebäude;AT;2680;Semmering;Alte Reichsstraße 9;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Schneller Thomas
8300;1186051;16386;8300/1186051/16386;Unterwerksgebäude Fbf - Bruck/Mur;Technikgebäude;AT;8600;Bruck/Mur;Linke Mürzzeile 17;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1198221;16388;8300/1198221/16388;Unterwerksgebäude - Mallnitz;Technikgebäude;AT;9822;Mallnitz;Stappitz 57;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1240521;16390;8300/1240521/16390;Unterwerksgebäude - Riedau;Technikgebäude;AT;4752;Riedau;Wildhag 29;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1161701;16391;8300/1161701/16391;Unterwerksgebäude - Zirl;Technikgebäude;AT;6170;Zirl;;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1180201;16393;8300/1180201/16393;Unterwerksgebäudesgebäude - Graz Hbf;Technikgebäude;AT;8020;Graz;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1280411;16396;8300/1280411/16396;FLM+Unterwerk Gebäude - St. Michael;Technikgebäude;AT;8772;Traboch;Zum Terminal 7;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1148001;16399;8300/1148001/16399;Unterwerksgebäude - Attnang/Puchheim;Technikgebäude;AT;4800;Attnang/Puchheim;Wiener Straße 11;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1240161;16402;8300/1240161/16402;Unterwerksgebäude - St. Johann/Pongau;Technikgebäude;AT;5600;St.Johann/Pongau;Bundesstraße 2;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1193001;16403;8300/1193001/16403;Unterwerksgebäude - St. Veit/Glan;Technikgebäude;AT;9300;St. Veit/Glan;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1211021;16404;8300/1211021/16404;Unterwerksgebäude - Viehhofen;Technikgebäude;AT;3107;Viehhofen;Sassmannstraße 232;;IMM NÖ-West (St. Pölten);Geiger Andreas
8300;1189001;16405;8300/1189001/16405;Unterwerksgebäude - Selzthal;Technikgebäude;AT;8900;Selzthal;Liezener Straße 1;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1168001;16406;8300/1168001/16406;Unterwerksgebäude - Feldkirch;Technikgebäude;AT;6800;Feldkirch;Schützenstraße 14;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1165001;16407;8300/1165001/16407;Unterwerksgebäude - Zams;Technikgebäude;AT;6511;Zams;Buntweg 22;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1111401;16409;8300/1111401/16409;Unterwerksgebäude - Wien Hütteldorf;Technikgebäude;AT;1140;Wien Hütteldorf;;;IMM Wien (Wien);
8300;1270611;16411;8300/1270611/16411;Unterwerksgebäude - Dorfgastein;Technikgebäude;AT;5632;Dorfgastein;Bahnhofstraße 17;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1124341;16412;8300/1124341/16412;Unterwerksgebäude - Götzendorf;Technikgebäude;AT;2434;Götzendorf;Margaretnerstraße 4;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1232111;16414;8300/1232111/16414;Unterwerksgebäude - Gaisbach Wartberg;Technikgebäude;AT;4231;Gaisbach/Wartberg;Untergaisbach 161;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1260122;16415;8300/1260122/16415;Unterwerksgebäude - Fritzens;Technikgebäude;AT;6122;Fritzens Wattens;Bahnhofplatz 2;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1163001;16416;8300/1163001/16416;Unterwerksgebäude - Wörgl;Technikgebäude;AT;6322;Kirchbichl;Ahornstraße 6;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1260114;16417;8300/1260114/16417;Unterwerksgebäude - Kitzbühel;Technikgebäude;AT;6372;Oberndorf;Steinerbach 2;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1221441;16419;8300/1221441/16419;Unterwerksgebäude - Angern;Technikgebäude;AT;2261;Angern;Ollersdorferstraße 56;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1230431;16420;8300/1230431/16420;Unterwerksgebäude - Wartberg/Krems;Technikgebäude;AT;4552;Wartberg/Krems;Hauptstraße 33;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1144641;16421;8300/1144641/16421;Unterwerksgebäude - Küpfern;Technikgebäude;AT;3335;Küpfern;Küpfern 20;;IMM Oberösterreich (Linz);Burgholzer Franz
8300;1112101;16422;8300/1112101/16422;Unterwerksgebäude - Wien Floridsdorf;Technikgebäude;AT;1210;Wien;;;IMM Wien (Wien);
8300;1167001;16423;8300/1167001/16423;Unterwerksgebäude - Bludenz;Technikgebäude;AT;6700;Bludenz;Wiesenrain 1;;IMM Tirol/Vorarlberg (Innsbruck);Rimml Alois
8300;1195001;16424;8300/1195001/16424;Regionale Leitstelle Energie - Villach Warmbad;Technikgebäude;AT;9504;Villach Warmbad;Kumpfallee 63;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1235811;16431;8300/1235811/16431;BM Holzlager r.d.B.  - Rochbach Berg;Magazingebäude;AT;4150;Rohrbach;;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1110901;16440;8300/1110901/16440;Betriebsgebäude Zgf - Wien FJB;Betriebsgebäude;AT;1090;Wien;Spittelauer Lände 33;;IMM Wien (Wien);
8300;1195861;16441;8300/1195861/16441;Verwaltungsgebäude BM+BRM - Fürnitz;Büro/Verwaltungsgebäude;AT;9586;Fürnitz;Bahnhofstraße 8a;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1124401;16442;8300/1124401/16442;Bauhofgebäude - Gramatneusiedl;Betriebsgebäude;AT;2440;Gramatneusiedl;Am Bahnhof 6;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1240141;16447;8300/1240141/16447;Aufnahmegebäude - Timelkam;Aufnahmegebäude;AT;4850;Timelkam;Leidern 17;Timelkam;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1111401;16456;8300/1111401/16456;Haltestellengebäude - Wien Breitensee;Haltestellengebäude;AT;1140;Wien Breitensee;;;IMM Wien (Wien);
8300;1111601;16457;8300/1111601/16457;Aufnahmegebäude - Wien Ottakring;Aufnahmegebäude;AT;1160;Wien;Huttengasse 84;Ottakring;IMM Wien (Wien);
8300;1111701;16458;8300/1111701/16458;Aufnahmegebäude - Wien Hernals;Aufnahmegebäude;AT;1170;Wien Hernals;Hernalser Hauptstraße 177;Hernals;IMM Wien (Wien);
8300;1111801;16459;8300/1111801/16459;Aufnahmegebäude - Wien Gersthof;Aufnahmegebäude;AT;1180;Wien;Gersthoferstraße 2a;Gersthof;IMM Wien (Wien);
8300;1111901;16460;8300/1111901/16460;Haltestellengebäude - Wien Oberdöbling;Haltestellengebäude;AT;1190;Wien Oberdöbling;;;IMM Wien (Wien);
8300;1235911;16462;8300/1235911/16462;Betriebsgebäude ehem. AG - Laakirchen;aufgelassene Betriebsgebäude;AT;4663;Laakirchen;Rennweg 12;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1127711;16463;8300/1127711/16463;Haltestellengebäude - Bad Fischau;Haltestellengebäude;AT;2721;Bad Fischau;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1240121;16464;8300/1240121/16464;Mittelstellwerk - Marchtrenk;Stellwerksgebäude;AT;4614;Marchtrenk;;;IMM Oberösterreich (Linz);Moedritscher Annemarie
8300;1240141;16465;8300/1240141/16465;Mittelstellwerk - Vöcklamarkt;Stellwerksgebäude;AT;4870;Vöcklamarkt;Bahnhofstraße 36;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1270711;16468;8300/1270711/16468;Stellwerk - Abfaltersbach;Stellwerksgebäude;AT;9913;Abfaltersbach;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1112101;16471;8300/1112101/16471;Stellwerk Zgf - Wien Floridsdorf;Stellwerksgebäude;AT;1210;Wien Floridsdorf;Ruthnergasse 2A;;IMM Wien (Wien);
8300;1189001;16473;8300/1189001/16473;Spenglerei Bauhof - Selzthal;Werkstatt-Gebäude;AT;8900;Selzthal;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1187201;16476;8300/1187201/16476;Werkstätten+Lagergebäude HAZ - Knittelfeld;Werkstatt-Gebäude;AT;8720;Knittelfeld;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1148021;16485;8300/1148021/16485;Tankstellenhaus - Ebensee;Technikgebäude;AT;4802;Ebensee;;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1110901;16486;8300/1110901/16486;Dissonsgaslager Zgf - Wien FJB;Sonstige Gebäude;AT;1090;Wien;Spittelauer Lände 33;;IMM Wien (Wien);
8300;1230432;16492;8300/1230432/16492;Rettungsgerätehaus Bosruck Süd - Ardning;Betriebsgebäude;AT;8904;Ardning;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1240144;16497;8300/1240144/16497;Brunnenstube - Wallersee;Technikgebäude;AT;5201;Seekirchen/Wallersee;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1112101;16502;8300/1112101/16502;Heizhauszubau Bahnmeister - Wien Jedlersdorf;Betriebsgebäude;AT;1210;Wien;;;IMM Wien (Wien);
8300;1196011;16509;8300/1196011/16509;Waaghütte - Arnoldstein;Technikgebäude;AT;9601;Arnoldstein;;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1112101;16517;8300/1112101/16517;Bahnmeister Barake - Wien Jedlersdorf;Betriebsgebäude;AT;1210;Wien;;;IMM Wien (Wien);
8300;1110901;16547;8300/1110901/16547;Lokschuppen Zgf - Wien FJB;Garagen und Hallen;AT;1090;Wien;Spittelauer Lände 33;;IMM Wien (Wien);
8300;1195861;16548;8300/1195861/16548;Werkhalle Brückenmeister - Fürnitz;Werkstatt-Gebäude;AT;9586;Fürnitz;Bahnhofstraße 8a;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1146001;16556;8300/1146001/16556;Fertiggarage Telekom - Wels Hbf;Garagen und Hallen;AT;4600;Wels;;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1189001;16560;8300/1189001/16560;Garage Bauhof - Selzthal;Garagen und Hallen;AT;8900;Selzthal;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1187201;16562;8300/1187201/16562;Draisingarage - Knittelfeld;Garagen und Hallen;AT;8720;Knittelfeld;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1195861;16565;8300/1195861/16565;OBW10 Garage Bauhof - Fürnitz;Garagen und Hallen;AT;9586;Fürnitz;Bahnhofstraße 8a;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1122831;16569;8300/1122831/16569;Aufnahmegebäude - Siebenbrunn/L;Aufnahmegebäude;AT;2283;Siebenbrunn/Leopoldsdorf;Am Bahnhof 1;Siebenbrunn-Leopoldsdorf;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1198001;16600;8300/1198001/16600;Wohngebäude 2 - Pattendorf;1-2-Familienhaus;AT;9814;Mühldorf;Pattendorf 3;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1211511;16601;8300/1211511/16601;Wohngebäude - Oberweiden;1-2-Familienhaus;AT;2295;Oberweiden;Nr. 61;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1137511;16604;8300/1137511/16604;Dienstgebäude HAZ - Sigmundsherberg;Büro/Verwaltungsgebäude;AT;3751;Sigmundsherberg;Bahnstraße 12;;IMM NÖ-West (St. Pölten);Maierhofer Paul
8300;1150201;16605;8300/1150201/16605;BEX Konten - Salzburg Hbf;LogistikCenter;AT;5020;Salzburg;Lastenstraße 9;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1195861;16608;8300/1195861/16608;Dienstgebäude+Magazinsgebäude GUZ H7 - Fürnitz;Büro/Verwaltungsgebäude;AT;9586;Fürnitz;Hart/GUZ 100;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1220532;16616;8300/1220532/16616;Haltestellengebäude l.d.B - Kottingbrunn;Haltestellengebäude;AT;2542;Kottingbrunn;;;IMM NÖ-Ost/Bglnd (Wr. Neustadt);Ringeisen Karl
8300;1270541;16617;8300/1270541/16617;Aufnahmegebäude - Werndorf;Aufnahmegebäude;AT;8402;Werndorf;Bahnhofstraße 60;Werndorf;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1111901;16626;8300/1111901/16626;Aufnahmegebäude Krottenbachstraße - Wien;Aufnahmegebäude;AT;1190;Wien Krottenbachstraße;;Krottenbachstraße;IMM Wien (Wien);
8300;1230231;16640;8300/1230231/16640;Rottenunterkunft +SIDI - Ennswald/Forstau;Rotten/Verschubunterkünfte;AT;5550;Ennswald/Forstau;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1198001;16641;8300/1198001/16641;Unterwerksgebäude - Pusarnitz;Technikgebäude;AT;9812;Pusarnitz;Bahnhofstraße 8;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1270722;16642;8300/1270722/16642;Unterwerksgebäude - Dölsach;Technikgebäude;AT;9991;Dölsach;Bahnhofstraße 16;;IMM Kärnten/Osttirol  (Villach);Schmoelzer Christian
8300;1155001;16643;8300/1155001/16643;Telekom Werkstätte - Bischofshofen;Werkstatt-Gebäude;AT;5500;Bischofshofen;Heizhausgasse 8;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1131002;16645;8300/1131002/16645;KWD Garage Verwaltungsgebäude - St. Pölten;Büro/Verwaltungsgebäude;AT;3100;St.Pölten;Wiener Straße 125;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1155001;16653;8300/1155001/16653;Oberbaumagazin - Bischofshofen;Magazingebäude;AT;5500;Bischofshofen;;;IMM Salzburg (Salzburg);Hess Rudolf
8300;1148201;16655;8300/1148201/16655;Baustofflager BM - Bad Ischl;Magazingebäude;AT;4820;Bad Ischl;;;IMM Oberösterreich (Linz);Schnaitter Anton
8300;1146001;16661;8300/1146001/16661;Rottenunterkunft+Hochbaulager - Wels Hbf;Magazingebäude;AT;4600;Wels;Grünbachstraße 7;;IMM Oberösterreich (Linz);Niederer Bruno
8300;1131002;16665;8300/1131002/16665;KWD Gaszählerblock - St. Pölten;Technikgebäude;AT;3100;St. Pölten;Wienerstrasse 125;;IMM NÖ-West (St. Pölten);Fritz Martin
8300;1230432;16672;8300/1230432/16672;Geräteraum+Rottenunterkunft - Ardning;Rotten/Verschubunterkünfte;AT;8904;Ardning;;;IMM Steiermark (Graz);Glawogger Wolfgang
8300;1182001;16675;8300/1182001/16675;Buffet - Gleisdorf;Sonstige Gebäude;AT;8200;Gleisdorf;Bahnhofstraße 10;;IMM Steiermark (Graz);Glawogger Wolfgang
